,Event ID,Egress Event Time (MM-DD-YYYY),Device ID,Tag Number,Description,Manufacturer,Model Number,Last Seen Time,Last Location,Previous Egress Location,Status,Returned At,Unable to locate,Zone ID,Zone Category,Department ,Organization Id
878,,06-18-2024 15:33:30,ac233ff5ab46,,,,,6-18-24 3:37 PM,98 Exit,,Egress,,Y,,,Hospital,max
879,13062024113430B63298,06-13-2024 11:34:30,ac233ff5a872,B63298,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-16-24 1:53 PM,NotInZone,,In Hospital,2024-06-13T17:29:40+00:00,Y,,,Hospital,max
880,16062024 20100b59110,06-16-2024  2:01:00,ac233ff5ad49,b59110,UNKNOWN,UNKNOWN,,6-16-24 2:06 AM,Freight,,Egress,,Y,,,Hospital,max
881,,,ac233ff5aff2,,,,,6-15-24 4:34 PM,,,Unable To Locate,2024-06-15T16:34:01+00:00,Y,,,Hospital,max
882,14062024162100rent10826,06-14-2024 16:21:00,ac233ff5afe0,rent10826,,,,6-14-24 4:21 PM,Rockaway,,Egress,,Y,,,Hospital,max
883,14062024162030Rental 10842,06-14-2024 16:20:30,ac233ff5ab40,Rental 10842,UNKNOWN,UNKNOWN,,6-14-24 4:21 PM,Rockaway,,Egress,,Y,,,Hospital,max
884,12062024222300B61681,06-12-2024 22:23:00,ac233ff5a87b,B61681,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,6-13-24 2:53 AM,NotInZone,,In Hospital,2024-06-13T02:53:11+00:00,Y,,,Hospital,max
885,12062024221300B61515,06-12-2024 22:13:00,ac233ff5ab7a,B61515,UNKNOWN,UNKNOWN,VP500DM,6-12-24 10:14 PM,Trash,,Egress,,Y,,,Hospital,max
886,,,ac233ff5a6b0,B63401,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-10-24 5:12 PM,,,Unable To Locate,2024-06-10T05:35:29+00:00,Y,,,Hospital,max
887,,,ac233ff5a6db,B63513,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-9-24 9:44 PM,,,Unable To Locate,,Y,,,Hospital,max
888,,,ac233ff5a906,B64366,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,6-9-24 9:44 PM,,,Unable To Locate,2024-03-28T03:07:20+00:00,Y,,,Hospital,max
889,09062024183630B63535,06-09-2024 18:36:30,ac233ff5a83d,B63535,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-9-24 6:50 PM,Trash,,Egress,,Y,,,Hospital,max
890,06062024155400B58905,06-06-2024 15:54:00,ac233ff5a7aa,B58905,UNKNOWN,"Welch Allyn, Inc.",42MTB,6-6-24 3:57 PM,98 Exit,,Egress,,Y,,,Hospital,max
891,,06-06-2024 15:54:00,ac233ff5a7aa,,,,,6-6-24 3:57 PM,98 Exit,,Egress,,Y,,,Hospital,max
892,01052024190000B62669,05-01-2024 19:00:00,ac233ff5a91b,B62669,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-6-24 2:17 PM,OR Outside storage,98 Exit,In Hospital,2024-06-04T14:01:38+00:00,Y,FL03NP2,Non-Productive,Hospital,max
893,,,ac233ff5aef6,B62559,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-6-24 2:17 PM,,,Unable To Locate,2024-06-06T13:21:03+00:00,Y,,,Hospital,max
894,06062024141330b54212,06-06-2024 14:13:30,ac233ff5a6b7,b54212,UNKNOWN,UNKNOWN,,6-6-24 2:17 PM,98 Exit,,Egress,,Y,,,Hospital,max
895,,,ac233ff5a919,B60357,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,5-29-24 6:18 AM,,,Unable To Locate,2024-05-29T03:12:05+00:00,Y,,,Hospital,max
896,,,ac233ff5a72d,65341,,,,5-15-24 10:53 AM,,,Unable To Locate,2024-05-11T05:38:42+00:00,Y,,,Hospital,max
897,,,ac233ff5afee,,,,,5-1-24 7:03 PM,,,Unable To Locate,2024-04-16T12:25:32+00:00,Y,,,Hospital,max
898,,05-01-2024 18:59:00,ac233ff5aa6e,,,,,5-1-24 7:03 PM,Trash,,Egress,,Y,,,Hospital,max
899,,,ac233ff5a85b,B63304,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,4-24-24 12:46 AM,,,Unable To Locate,2024-03-24T01:58:42+00:00,Y,,,Hospital,max
900,,,ac233ff5afc5,B62658,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,4-23-24 12:09 AM,,,Unable To Locate,,Y,,,Hospital,max
901,20042024190800B63289,04-20-2024 19:08:00,ac233ff5aeae,B63289,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,4-20-24 10:05 PM,,,In Hospital,2024-04-20T21:33:32+00:00,Y,,,Hospital,max
902,,,ac233ff5a76a,B64343,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,4-12-24 6:54 PM,,,Unable To Locate,2024-04-11T16:05:48+00:00,Y,,,Hospital,max
903,,,ac233ff5ab24,B61644,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,4-4-24 11:47 AM,,,Unable To Locate,,Y,,,Hospital,max
904,,,ac233ff5aead,B59754,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,4-2-24 1:43 AM,,,Unable To Locate,2024-04-02T00:46:10+00:00,Y,,,Hospital,max
905,29032024 22930B62668,03-29-2024  2:29:30,ac233ff5b027,B62668,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,3-29-24 2:33 AM,Trash,,Egress,,Y,,,Hospital,max
906,25032024 80000B61680,03-25-2024  8:00:00,ac233ff5a933,B61680,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,3-28-24 6:29 PM,,Rockaway,In Hospital,2024-03-28T18:29:45+00:00,Y,,,Hospital,max
907,,,ac233ff5acb2,B63565,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,3-23-24 5:25 PM,,,Unable To Locate,2024-03-23T17:15:59+00:00,Y,,,Hospital,max
908,,,ac233ff5a6cf,B62518,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,,NotInZone,,In Hospital,,Y,,,Hospital,max
909,,,ac233ff5ad47,b65132,UNKNOWN,UNKNOWN,,,,,In Hospital,,Y,,,Hospital,max
910,,,ac233ff5a771,,,,,,,,In Hospital,,Y,,,Hospital,max
911,,,ac233ff5a884,B57717,"Monitors, Vital Signs","Welch Allyn, Inc.",42MTB,,NotInZone,,In Hospital,,Y,,,Hospital,max
912,,,ac233ff5b03c,B61550,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,,NotInZone,,In Hospital,,Y,,,Hospital,max
913,,,ac233ff5aadf,rent2672,UNKNOWN,UNKNOWN,,,,,In Hospital,,Y,,,Hospital,max
914,,,ac233ff5ad2d,,,,,,NotInZone,,In Hospital,,Y,,,Hospital,max
915,,,ac233ff5b02a,B65094,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,,NotInZone,,In Hospital,,Y,,,Hospital,max
916,,,ac233ff5a712,B59385,"Monitors, Vital Signs","Welch Allyn, Inc.",64MTXX,,,,In Hospital,,Y,,,Hospital,max
917,,,ac233ff5aafc,B61557,UNKNOWN,UNKNOWN,VP500DM,,,,In Hospital,,Y,,,Hospital,max
918,,,ac233ff5ae6c,B59086,"Monitors, Vital Signs","Welch Allyn, Inc.",VSM 6000,,,,In Hospital,,Y,,,Hospital,max
919,,,ac233ff5ab52,61613,UNKNOWN,UNKNOWN,,,,,In Hospital,,Y,,,Hospital,max
920,,,ac233ff5a87f,B63358,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,,,,In Hospital,,Y,,,Hospital,max
921,,,ac233ff5b013,B62352,"Warming Units, Blood/Solution",Smith Medical Inc.,HL390,,,,In Hospital,,Y,,,Hospital,max
922,,,ac233ff5ab06,65080,UNKNOWN,UNKNOWN,,,,,In Hospital,,Y,,,Hospital,max
923,,,ac233ff5a843,B64362,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,,,,In Hospital,,Y,,,Hospital,max
924,,,ac233ff5ab60,61591,UNKNOWN,UNKNOWN,,,,,In Hospital,,Y,,,Hospital,max
925,,,ac233ff5ab20,65098,UNKNOWN,UNKNOWN,,,,,In Hospital,,Y,,,Hospital,max
926,,,ac233ff5aa85,B59218,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,,,,In Hospital,,Y,,,Hospital,max
927,,,ac233ff5a880,B63638,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,,,,In Hospital,,Y,,,Hospital,max
928,,,ac233ff5ab65,B63583,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,,,,In Hospital,,Y,,,Hospital,max
929,,,ac233ff5a760,,,,,,,,In Hospital,,Y,,,Hospital,max
930,,,ac233ff5a6e2,10773,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,,,,In Hospital,,Y,,,Hospital,max
931,,,ac233ff5ab3f,B61590,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,,,,In Hospital,,Y,,,Hospital,max
932,,,ac233ff5a941,B63620,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,,,,In Hospital,,Y,,,Hospital,max
933,,,ac233ff5a868,B59858,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,,,,In Hospital,,Y,,,Hospital,max
934,,,ac233ff5ad5f,65325,,,,,,,In Hospital,,Y,,,Hospital,max
